_id,Date_Collected,LTC_Home,LTC_Home_Number,City,PHU,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate
1657,2021-10-31T00:00:00,Sunset Manor Home for Senior Citizens,M581,Collingwood,SIMCOE-MUSKOKA,1,0.93
1658,2021-10-31T00:00:00,The Pines,M564,Bracebridge,SIMCOE-MUSKOKA,0.85,0.85
1659,2021-10-31T00:00:00,The Villa Care Centre,1101,Midland,SIMCOE-MUSKOKA,1,0.99
1660,2021-10-31T00:00:00,Trillium Manor Home for the Aged,M585,Orillia,SIMCOE-MUSKOKA,0.99,0.97
1661,2021-10-31T00:00:00,Victoria Village Manor,2914,Barrie,SIMCOE-MUSKOKA,0.97,0.94
1662,2021-10-31T00:00:00,Woods Park Care Centre,2821,Barrie,SIMCOE-MUSKOKA,0.99,0.99
1663,2021-10-31T00:00:00,Bobier Villa,M603,Dutton,SOUTH WEST,0.98,0.97
1664,2021-10-31T00:00:00,Caressant Care on Bonnie Place,2730,St Thomas,SOUTH WEST,0.92,0.91
1665,2021-10-31T00:00:00,Caressant Care on Mary Bucke,2627,St. Thomas,SOUTH WEST,1,0.99
1666,2021-10-31T00:00:00,Caressant Care Woodstock Nursing Home,2636,Woodstock,SOUTH WEST,1,0.96
1667,2021-10-31T00:00:00,Chartwell Aylmer Long Term Care Residence,2740,Aylmer,SOUTH WEST,1,1
1668,2021-10-31T00:00:00,Elgin Manor,M518,St. Thomas,SOUTH WEST,0.98,0.93
1669,2021-10-31T00:00:00,Extendicare Port Stanley,2669,Port Stanley,SOUTH WEST,1,1
1670,2021-10-31T00:00:00,Maple Manor Nursing Home,1049,Tillsonburg,SOUTH WEST,1,0.98
1671,2021-10-31T00:00:00,peopleCare Tavistock,2614,Tavistock,SOUTH WEST,0.94,0.93
1672,2021-10-31T00:00:00,Secord Trails Care Community,2628,Ingersoll,SOUTH WEST,0.95,0.91
1673,2021-10-31T00:00:00,Terrace Lodge,M583,Aylmer,SOUTH WEST,0.95,0.87
1674,2021-10-31T00:00:00,The Maples Home for Seniors,2093,Tavistock,SOUTH WEST,1,0.96
1675,2021-10-31T00:00:00,Valleyview Home,M628,St. Thomas,SOUTH WEST,0.99,0.96
1676,2021-10-31T00:00:00,Woodingford Lodge - Ingersoll,M614,Ingersoll,SOUTH WEST,1,1
1677,2021-10-31T00:00:00,Woodingford Lodge - Tillsonburg,M615,Tillsonburg,SOUTH WEST,1,0.98
1678,2021-10-31T00:00:00,Woodingford Lodge - Woodstock,M632,Woodstock,SOUTH WEST,1,0.95
1679,2021-10-31T00:00:00,Elizabeth Centre,2868,Val Caron,SUDBURY,1,0.98
1680,2021-10-31T00:00:00,Espanola General Hospital (operating as Espanola Nursing Home-Eldcap),2755,Espanola,SUDBURY,1,0.96
1681,2021-10-31T00:00:00,Espanola General Hospital (operating as Espanola Nursing Home-LTC),2932,Espanola,SUDBURY,1,0.96
1682,2021-10-31T00:00:00,Extendicare Falconbridge,2590,Sudbury,SUDBURY,1,0.99
1683,2021-10-31T00:00:00,Extendicare York,2604,Sudbury,SUDBURY,0.99,0.98
1684,2021-10-31T00:00:00,Finlandia Hoivakoti Nursing Home,2829,Sudbury,SUDBURY,0.98,0.97
1685,2021-10-31T00:00:00,Manitoulin Centennial Manor Home for the Aged,M553,Little Current,SUDBURY,0.95,0.95
1686,2021-10-31T00:00:00,Manitoulin Lodge,2667,Gore Bay,SUDBURY,0.93,0.89
1687,2021-10-31T00:00:00,Pioneer Manor,M566,Sudbury,SUDBURY,0.93,0.88
1688,2021-10-31T00:00:00,St. Gabriel's Villa of Sudbury,3039,Chelmsford,SUDBURY,0.93,0.88
1689,2021-10-31T00:00:00,"St. Joseph's Villa, Sudbury",2913,Sudbury,SUDBURY,0.95,0.91
1690,2021-10-31T00:00:00,The Bignucolo Residence,2864,Chapleau,SUDBURY,1,0.95
1691,2021-10-31T00:00:00,Wikwemikong Nursing Home,1856,Wikwemikong,SUDBURY,0.98,0.97
1692,2021-10-31T00:00:00,Bethammi Nursing Home,2687,Thunder Bay,THUNDER BAY,0.99,0.9
1693,2021-10-31T00:00:00,Geraldton District Hospital,2764,Geraldton,THUNDER BAY,1,0.89
1694,2021-10-31T00:00:00,Hogarth Riverview Manor,2923,Thunder Bay,THUNDER BAY,0.92,0.89
1695,2021-10-31T00:00:00,Nipigon District Memorial Hospital,2793,Nipigon,THUNDER BAY,1,1
1696,2021-10-31T00:00:00,Pioneer Ridge,M599,Thunder Bay,THUNDER BAY,0.92,0.9
1697,2021-10-31T00:00:00,Santé Manitouwadge Health,2810,Manitouwadge,THUNDER BAY,0.97,0.97
1698,2021-10-31T00:00:00,Southbridge Lakehead,1159,Thunder Bay,THUNDER BAY,1,0.98
1699,2021-10-31T00:00:00,Southbridge Pinewood,2962,Thunder Bay,THUNDER BAY,0.96,0.95
1700,2021-10-31T00:00:00,Southbridge Roseview,2866,Thunder Bay,THUNDER BAY,1,0.99
1701,2021-10-31T00:00:00,Wilkes Terrace,3040,Terrace Bay,THUNDER BAY,0.98,0.95
1702,2021-10-31T00:00:00,Extendicare Kirkland Lake,2670,Kirkland Lake,TIMISKAMING,1,0.99
1703,2021-10-31T00:00:00,Extendicare Tri-Town,2615,Haileybury,TIMISKAMING,0.97,0.95
1704,2021-10-31T00:00:00,Northview Nursing Home,2585,Englehart,TIMISKAMING,0.92,0.81
1705,2021-10-31T00:00:00,Teck Pioneer Residence,M619,Kirkland Lake,TIMISKAMING,0.94,0.82
1706,2021-10-31T00:00:00,Temiskaming Lodge,2698,Haileybury,TIMISKAMING,1,0.96
1707,2021-10-31T00:00:00,Altamont Care Community,956,Scarborough,TORONTO,1,0.97
1708,2021-10-31T00:00:00,Apotex The Jewish Home for the Aged,2824,Toronto,TORONTO,0.96,0.95
1709,2021-10-31T00:00:00,Belmont House,2985,Toronto,TORONTO,0.99,0.97
1710,2021-10-31T00:00:00,Bendale Acres,M504,Scarborough,TORONTO,0.98,0.95
1711,2021-10-31T00:00:00,Carefree Lodge,M596,North York,TORONTO,0.94,0.91
1712,2021-10-31T00:00:00,Castleview Wychwood Towers,M510,Toronto,TORONTO,0.98,0.96
1713,2021-10-31T00:00:00,Cedarvale Terrace,2591,Toronto,TORONTO,1,0.96
1714,2021-10-31T00:00:00,Chartwell Gibson Long Term Care Residence,2556,North York,TORONTO,1,0.97
1715,2021-10-31T00:00:00,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,TORONTO,1,0.98
1716,2021-10-31T00:00:00,Chartwell Westbury Long Term Care Residence,2943,Etobicoke,TORONTO,1,0.99
1717,2021-10-31T00:00:00,Chartwell White Eagle Long Term Care Residence,2583,Toronto,TORONTO,1,0.97
1718,2021-10-31T00:00:00,Cheltenham Care Community,922,North York,TORONTO,1,1
1719,2021-10-31T00:00:00,Chester Village,2970,Toronto,TORONTO,0.99,0.97
1720,2021-10-31T00:00:00,Copernicus Lodge,2937,Toronto,TORONTO,1,0.88
1721,2021-10-31T00:00:00,Craiglee Nursing Home,2503,Scarborough,TORONTO,1,0.98
1722,2021-10-31T00:00:00,Cummer Lodge,M512,North York,TORONTO,0.97,0.95
1723,2021-10-31T00:00:00,Deerwood Creek Care Community,2837,Etobicoke,TORONTO,0.99,0.95
1724,2021-10-31T00:00:00,Dom Lipa,2794,Etobicoke,TORONTO,0.99,0.98
1725,2021-10-31T00:00:00,Downsview Long Term Care Centre,1041,North York,TORONTO,0.94,0.86
1726,2021-10-31T00:00:00,Eatonville Care Centre,2468,Etobicoke,TORONTO,0.97,0.97
1727,2021-10-31T00:00:00,Ehatare Nursing Home,2804,Scarborough,TORONTO,0.97,0.94
1728,2021-10-31T00:00:00,Elm Grove Living Centre,2515,Toronto,TORONTO,1,0.99
1729,2021-10-31T00:00:00,Extendicare Bayview,2460,North York,TORONTO,1,1
1730,2021-10-31T00:00:00,Extendicare Guildwood,2164,Scarborough,TORONTO,0.99,0.98
1731,2021-10-31T00:00:00,Extendicare Rouge Valley,2883,Toronto,TORONTO,1,0.99
1732,2021-10-31T00:00:00,Extendicare Scarborough,2117,Scarborough,TORONTO,1,1
1733,2021-10-31T00:00:00,Fairview Nursing Home,2723,Toronto,TORONTO,0.97,0.95
1734,2021-10-31T00:00:00,Fieldstone Commons Care Community,2906,Scarborough,TORONTO,1,1
1735,2021-10-31T00:00:00,Fountain View Care Community,2836,Toronto,TORONTO,1,0.99
1736,2021-10-31T00:00:00,Fudger House,M524,Toronto,TORONTO,0.99,0.98
1737,2021-10-31T00:00:00,Garden Court Nursing Home,1133,Toronto,TORONTO,0.97,0.97
1738,2021-10-31T00:00:00,Harmony Hills Care Community,2832,Toronto,TORONTO,1,0.99
1739,2021-10-31T00:00:00,Harold and Grace Baker Centre,2732,Toronto,TORONTO,0.99,0.99
1740,2021-10-31T00:00:00,Hawthorne Place Care Centre,2586,North York,TORONTO,0.99,0.98
1741,2021-10-31T00:00:00,Hellenic Care for Seniors (Toronto),2798,Toronto,TORONTO,1,1
1742,2021-10-31T00:00:00,Hellenic Home - Scarborough,2941,Scarborough,TORONTO,1,1
1743,2021-10-31T00:00:00,Humber Valley Terrace,2716,Etobicoke,TORONTO,1,0.99
1744,2021-10-31T00:00:00,Ina Grafton Gage Home,3034,Scarborough,TORONTO,1,0.98
1745,2021-10-31T00:00:00,Isabel and Arthur Meighen Manor,3031,Toronto,TORONTO,0.97,0.95
1746,2021-10-31T00:00:00,Ivan Franko Home (Etobicoke),C530,Toronto,TORONTO,0.98,0.92
1747,2021-10-31T00:00:00,Kennedy Lodge,2654,Scarborough,TORONTO,1,0.99
1748,2021-10-31T00:00:00,Kipling Acres,M545,Etobicoke,TORONTO,0.99,0.98
1749,2021-10-31T00:00:00,Labdara Lithuanian Nursing Home,2860,Etobicoke,TORONTO,0.83,0.71
1750,2021-10-31T00:00:00,Lakeshore Lodge,M595,Toronto,TORONTO,1,0.97
1751,2021-10-31T00:00:00,Lakeside Long Term Care Centre,2929,Toronto,TORONTO,1,0.99
1752,2021-10-31T00:00:00,Main Street Terrace,2589,Toronto,TORONTO,1,0.99
1753,2021-10-31T00:00:00,Maynard Nursing Home,2211,Toronto,TORONTO,1,1
1754,2021-10-31T00:00:00,McCall Centre Long Term Care Interim Unit,7086,Etobicoke,TORONTO,0.98,0.96
1755,2021-10-31T00:00:00,Midland Gardens Care Community,2789,Scarborough,TORONTO,0.99,0.98
1756,2021-10-31T00:00:00,Mon Sheong Home for the Aged,3002,Toronto,TORONTO,1,1
1757,2021-10-31T00:00:00,Mon Sheong Scarborough Long Term Care Centre,2944,Scarborough,TORONTO,1,1
1758,2021-10-31T00:00:00,Nisbet Lodge,3003,Toronto,TORONTO,0.97,0.94
1759,2021-10-31T00:00:00,Norfinch Care Community,2918,North York,TORONTO,0.98,0.98
1760,2021-10-31T00:00:00,North Park Nursing Home,909,North York,TORONTO,1,1
1761,2021-10-31T00:00:00,Norwood Nursing Home,2201,Toronto,TORONTO,1,0.96
1762,2021-10-31T00:00:00,Providence Healthcare,3006,Toronto,TORONTO,0.98,0.95
1763,2021-10-31T00:00:00,Rockcliffe Care Community,2131,Scarborough,TORONTO,1,0.99
1764,2021-10-31T00:00:00,Rose of Sharon Korean Long Term Care,3038,Toronto,TORONTO,1,1
1765,2021-10-31T00:00:00,Seniors' Health Centre,2744,North York,TORONTO,0.99,0.97
1766,2021-10-31T00:00:00,Seven Oaks,M571,Scarborough,TORONTO,0.99,0.95
1767,2021-10-31T00:00:00,Shepherd Lodge,2782,Toronto,TORONTO,0.98,0.94
1768,2021-10-31T00:00:00,Sherbourne Place,2754,Toronto,TORONTO,1,0.99
1769,2021-10-31T00:00:00,St. Clair O'Connor Community Nursing Home,2719,Toronto,TORONTO,0.97,0.96
1770,2021-10-31T00:00:00,St. George Care Community,2594,Toronto,TORONTO,1,0.99
1771,2021-10-31T00:00:00,Suomi-Koti Toronto Nursing Home,2792,Toronto,TORONTO,0.97,0.96
1772,2021-10-31T00:00:00,Tendercare Living Centre,2649,Scarborough,TORONTO,1,1
1773,2021-10-31T00:00:00,The Heritage Nursing Home,2582,Toronto,TORONTO,1,1
1774,2021-10-31T00:00:00,The Kensington Gardens,2852,Toronto,TORONTO,1,1
1775,2021-10-31T00:00:00,The O'Neill Centre,2631,Toronto,TORONTO,1,0.98
1776,2021-10-31T00:00:00,The Village of Humber Heights,2957,Etobicoke,TORONTO,0.99,0.97
1777,2021-10-31T00:00:00,The Wexford,3021,Scarborough,TORONTO,1,1
1778,2021-10-31T00:00:00,Thompson House,3017,North York,TORONTO,0.96,0.93
1779,2021-10-31T00:00:00,Tony Stacey Centre for Veterans' Care,3001,Toronto,TORONTO,1,1
1780,2021-10-31T00:00:00,True Davidson Acres,M586,Toronto,TORONTO,0.97,0.95
1781,2021-10-31T00:00:00,Ukrainian Canadian Care Centre,2809,Etobicoke,TORONTO,0.91,0.8
1782,2021-10-31T00:00:00,Valleyview Residence,2954,North York,TORONTO,0.95,0.92
1783,2021-10-31T00:00:00,Villa Colombo Homes for the Aged,3020,Toronto,TORONTO,0.99,0.98
1784,2021-10-31T00:00:00,Wellesley Central Place,2959,Toronto,TORONTO,1,1
1785,2021-10-31T00:00:00,Wesburn Manor,M612,Etobicoke,TORONTO,0.95,0.92
1786,2021-10-31T00:00:00,West Park Long Term Care Centre,2848,Toronto,TORONTO,1,0.96
1787,2021-10-31T00:00:00,Weston Terrace Care Community,2874,Toronto,TORONTO,0.99,0.97
1788,2021-10-31T00:00:00,Westside,2663,Etobicoke,TORONTO,1,0.99
1789,2021-10-31T00:00:00,Yee Hong Centre - Scarborough Finch,2934,Scarborough,TORONTO,1,1
1790,2021-10-31T00:00:00,Yee Hong Centre - Scarborough McNicoll,2801,Scarborough,TORONTO,1,1
1791,2021-10-31T00:00:00,Barnswallow Place Care Community,2830,Elmira,WATERLOO,0.96,0.89
1792,2021-10-31T00:00:00,Cambridge Country Manor,2651,Cambridge,WATERLOO,1,0.96
1793,2021-10-31T00:00:00,Chartwell Elmira Long Term Care Residence,2471,Elmira,WATERLOO,1,1
1794,2021-10-31T00:00:00,Chartwell Westmount Long Term Care Residence,2880,Kitchener,WATERLOO,1,0.99
1795,2021-10-31T00:00:00,Columbia Forest,2856,Waterloo,WATERLOO,1,0.96
1796,2021-10-31T00:00:00,Derbecker's Heritage House,2134,St. Jacobs,WATERLOO,0.94,0.91
1797,2021-10-31T00:00:00,Fairview Mennonite Home,2992,Cambridge,WATERLOO,1,0.95
1798,2021-10-31T00:00:00,Forest Heights,2707,Kitchener,WATERLOO,0.99,0.92
1799,2021-10-31T00:00:00,Golden Years Nursing Home,1033,Cambridge,WATERLOO,0.99,0.98
1800,2021-10-31T00:00:00,Lanark Heights Long Term Care Centre,2917,Kitchener,WATERLOO,0.98,0.97
1801,2021-10-31T00:00:00,Nithview Home,3004,New Hamburg,WATERLOO,0.94,0.93
1802,2021-10-31T00:00:00,Parkwood Mennonite Home,2952,Waterloo,WATERLOO,1,0.98
1803,2021-10-31T00:00:00,peopleCare A.R. Goudie Kitchener,2990,Kitchener,WATERLOO,0.95,0.94
1804,2021-10-31T00:00:00,peopleCare Hilltop Manor Cambridge,2606,Cambridge,WATERLOO,0.99,0.99
1805,2021-10-31T00:00:00,Pinehaven Nursing Home,2805,Waterloo,WATERLOO,1,0.99
1806,2021-10-31T00:00:00,Riverbend Place,2753,Cambridge,WATERLOO,1,1
1807,2021-10-31T00:00:00,Saint Luke's Place,3014,Cambridge,WATERLOO,1,0.98
1808,2021-10-31T00:00:00,St. Andrew's Terrace Long Term Care,2926,Cambridge,WATERLOO,0.98,0.96
1809,2021-10-31T00:00:00,Stirling Heights,2863,Cambridge,WATERLOO,1,0.98
1810,2021-10-31T00:00:00,Sunnyside Home,M578,Kitchener,WATERLOO,0.96,0.91
1811,2021-10-31T00:00:00,The Village at University Gates,3048,Waterloo,WATERLOO,0.97,0.96
1812,2021-10-31T00:00:00,The Village of Winston Park,2783,Kitchener,WATERLOO,0.96,0.96
1813,2021-10-31T00:00:00,Trinity Village Care Centre,2580,Kitchener,WATERLOO,1,0.99
1814,2021-10-31T00:00:00,Twin Oaks of Maryhill,2752,Maryhill,WATERLOO,1,0.98
1815,2021-10-31T00:00:00,Avalon Retirement Centre,2715,Orangeville,WELLINGTON-DUFFERIN-GUELPH,0.93,0.91
1816,2021-10-31T00:00:00,Caressant Care Arthur Nursing Home,2748,Arthur,WELLINGTON-DUFFERIN-GUELPH,0.97,0.96
1817,2021-10-31T00:00:00,Caressant Care Fergus Nursing Home,2603,Fergus,WELLINGTON-DUFFERIN-GUELPH,1,0.88
1818,2021-10-31T00:00:00,Caressant Care Harriston,2595,Harriston,WELLINGTON-DUFFERIN-GUELPH,0.96,0.88
1819,2021-10-31T00:00:00,Dufferin Oaks,M516,Shelburne,WELLINGTON-DUFFERIN-GUELPH,0.95,0.91
1820,2021-10-31T00:00:00,Eden House Nursing Home,2777,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.91,0.9
1821,2021-10-31T00:00:00,LaPointe-Fisher Nursing Home,2358,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,0.94
1822,2021-10-31T00:00:00,Morriston Park Nursing Home,2727,Puslinch,WELLINGTON-DUFFERIN-GUELPH,1,1
1823,2021-10-31T00:00:00,Royal Terrace,2767,Palmerston,WELLINGTON-DUFFERIN-GUELPH,0.94,0.92
1824,2021-10-31T00:00:00,Shelburne Long Term Care Home,2762,Shelburne,WELLINGTON-DUFFERIN-GUELPH,1,0.98
1825,2021-10-31T00:00:00,"St. Joseph's Health Centre, Guelph",3011,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.92,0.9
1826,2021-10-31T00:00:00,Strathcona Long Term Care,3051,Mount Forest,WELLINGTON-DUFFERIN-GUELPH,0.84,0.82
1827,2021-10-31T00:00:00,The Elliott Long Term Care Residence,M633,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
1828,2021-10-31T00:00:00,The Village of Riverside Glen,2915,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,0.99
1829,2021-10-31T00:00:00,Wellington Terrace Long-Term Care Home,M629,Fergus,WELLINGTON-DUFFERIN-GUELPH,1,0.99
1830,2021-10-31T00:00:00,Banwell Gardens Care Centre,2263,Tecumseh,WINDSOR-ESSEX,0.95,0.93
1831,2021-10-31T00:00:00,Berkshire Care Centre,2541,Windsor,WINDSOR-ESSEX,0.95,0.95
1832,2021-10-31T00:00:00,Brouillette Manor,2301,Tecumseh,WINDSOR-ESSEX,1,0.99
1833,2021-10-31T00:00:00,Chartwell Royal Oak Long Term Care Residence,2939,Kingsville,WINDSOR-ESSEX,0.87,0.86
1834,2021-10-31T00:00:00,Chateau Park Long Term Care Home,2712,Windsor,WINDSOR-ESSEX,1,1
1835,2021-10-31T00:00:00,Country Village Homes - Woodslee,2576,Woodslee,WINDSOR-ESSEX,0.99,0.98
1836,2021-10-31T00:00:00,Extendicare Southwood Lakes,2842,Windsor,WINDSOR-ESSEX,1,1
1837,2021-10-31T00:00:00,Extendicare Tecumseh,2904,Tecumseh,WINDSOR-ESSEX,0.99,0.99
1838,2021-10-31T00:00:00,Franklin Gardens Long Term Care Home,2602,Leamington,WINDSOR-ESSEX,1,1
1839,2021-10-31T00:00:00,Heron Terrace Long Term Care Community,2898,Windsor,WINDSOR-ESSEX,1,1
1840,2021-10-31T00:00:00,Huron Lodge Long Term Care Home,M631,Windsor,WINDSOR-ESSEX,0.92,0.86
1841,2021-10-31T00:00:00,Iler Lodge,2129,Essex,WINDSOR-ESSEX,1,0.96
1842,2021-10-31T00:00:00,Leamington Mennonite Home Long Term Care Residence,3035,Leamington,WINDSOR-ESSEX,1,0.99
1843,2021-10-31T00:00:00,Regency Park Long Term Care Home,2760,Windsor,WINDSOR-ESSEX,1,0.94
1844,2021-10-31T00:00:00,Richmond Terrace,1149,Amherstburg,WINDSOR-ESSEX,0.93,0.93
1845,2021-10-31T00:00:00,Riverside Place,2972,Windsor,WINDSOR-ESSEX,1,0.97
1846,2021-10-31T00:00:00,Sun Parlor Home for Senior Citizens,M579,Leamington,WINDSOR-ESSEX,0.99,0.97
1847,2021-10-31T00:00:00,The Village at St. Clair,3046,Windsor,WINDSOR-ESSEX,0.96,0.93
1848,2021-10-31T00:00:00,The Village of Aspen Lake,3037,Windsor,WINDSOR-ESSEX,0.96,0.94
1849,2021-10-31T00:00:00,Bethany Lodge,2986,Markham,YORK REGION,0.99,0.97
1850,2021-10-31T00:00:00,Bloomington Cove Care Community,2697,Stouffville,YORK REGION,1,1
1851,2021-10-31T00:00:00,Cedarvale Lodge Retirement and Care Community,2769,Keswick,YORK REGION,0.99,0.98
1852,2021-10-31T00:00:00,Chartwell Aurora Long Term Care Residence,2630,Aurora,YORK REGION,0.93,0.9
1853,2021-10-31T00:00:00,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,YORK REGION,1,0.98
1854,2021-10-31T00:00:00,Chartwell Woodhaven Long Term Care Residence,2888,Markham,YORK REGION,1,0.98
1855,2021-10-31T00:00:00,Eagle Terrace,2240,Newmarket,YORK REGION,0.91,0.91
1856,2021-10-31T00:00:00,Elginwood,2869,Richmond Hill,YORK REGION,1,1
1857,2021-10-31T00:00:00,King City Lodge Nursing Home,2113,King City,YORK REGION,0.93,0.93
1858,2021-10-31T00:00:00,Kristus Darzs Latvian Home,2997,Woodbridge,YORK REGION,1,0.97
1859,2021-10-31T00:00:00,Langstaff Square Care Community,2907,Richmond Hill,YORK REGION,1,0.99
1860,2021-10-31T00:00:00,Mackenzie Health Long Term Care Facility,2825,Richmond Hill,YORK REGION,0.98,0.94
1861,2021-10-31T00:00:00,MacKenzie Place,2611,Newmarket,YORK REGION,0.99,0.98
1862,2021-10-31T00:00:00,Mariann Home,2619,Richmond Hill,YORK REGION,1,1
1863,2021-10-31T00:00:00,Markhaven,2924,Markham,YORK REGION,0.96,0.96
1864,2021-10-31T00:00:00,Mon Sheong Richmond Hill Long Term Care Centre,2897,Richmond Hill,YORK REGION,0.99,0.97
1865,2021-10-31T00:00:00,Mon Sheong Stouffville Long Term Care Centre,3055,Stouffville,YORK REGION,1,1
1866,2021-10-31T00:00:00,Parkview Home Long-Term Care,2968,Stouffville,YORK REGION,0.98,0.97
1867,2021-10-31T00:00:00,River Glen Haven Nursing Home,1021,Sutton West,YORK REGION,0.95,0.92
1868,2021-10-31T00:00:00,Sherwood Court Long Term Care Centre,2894,Maple,YORK REGION,1,0.99
1869,2021-10-31T00:00:00,Southlake Residential Care Village,2955,Newmarket,YORK REGION,0.91,0.88
1870,2021-10-31T00:00:00,The Willows Estate Nursing Home,2174,Aurora,YORK REGION,1,0.99
1871,2021-10-31T00:00:00,Union Villa,3018,Unionville,YORK REGION,0.99,0.98
1872,2021-10-31T00:00:00,Villa Colombo Seniors Centre (Vaughan),2969,Vaughan,YORK REGION,0.99,0.99
1873,2021-10-31T00:00:00,Villa Leonardo Gambin,2947,Woodbridge,YORK REGION,1,0.98
1874,2021-10-31T00:00:00,Woodbridge Vista Care Community,2945,Woodbridge,YORK REGION,0.97,0.96
1875,2021-10-31T00:00:00,Yee Hong Centre - Markham,2876,Markham,YORK REGION,1,0.99
1876,2021-10-31T00:00:00,York Region Maple Health Centre,M605,Maple,YORK REGION,0.94,0.92
1877,2021-10-31T00:00:00,York Region Newmarket Health Centre,M534,Newmarket,YORK REGION,0.95,0.93
1878,2021-11-30T00:00:00,Algoma Manor Nursing Home,3041,Thessalon,ALGOMA,1,0.99
1879,2021-11-30T00:00:00,Cedarwood Lodge,7093,Sault Ste. Marie,ALGOMA,1,1
1880,2021-11-30T00:00:00,Extendicare Maple View of Sault Ste. Marie,3043,Sault Ste. Marie,ALGOMA,1,1
1881,2021-11-30T00:00:00,Extendicare Van Daele,2609,Sault Ste. Marie,ALGOMA,0.98,0.98
1882,2021-11-30T00:00:00,F. J. Davey Home,2936,Sault Ste. Marie,ALGOMA,1,0.91
1883,2021-11-30T00:00:00,Lady Dunn Health Centre (Wawa),2875,Wawa,ALGOMA,1,1
1884,2021-11-30T00:00:00,Mauno Kaihla Koti,2780,Sault Ste. Marie,ALGOMA,1,1
1885,2021-11-30T00:00:00,North Shore Health Network - Eldcap Unit,2795,Blind River,ALGOMA,1,1
1886,2021-11-30T00:00:00,North Shore Health Network - LTC Unit,2865,Blind River,ALGOMA,1,1
1887,2021-11-30T00:00:00,Brierwood Gardens LTC,2678,Brantford,BRANT,0.99,0.99
1888,2021-11-30T00:00:00,Fox Ridge Care Community,2570,Brantford,BRANT,0.99,0.99
1889,2021-11-30T00:00:00,Hardy Terrace,2720,Brantford,BRANT,1,1
1890,2021-11-30T00:00:00,Iroquois Lodge Nursing Home,2724,Ohsweken,BRANT,0.9,0.9
1891,2021-11-30T00:00:00,John Noble Home,M544,Brantford,BRANT,0.97,0.94
1892,2021-11-30T00:00:00,Park Lane Terrace,2779,Paris,BRANT,0.97,0.96
1893,2021-11-30T00:00:00,St. Joseph's Lifecare Centre,2976,Brantford,BRANT,0.97,0.95
1894,2021-11-30T00:00:00,Telfer Place,2742,Paris,BRANT,1,0.97
1895,2021-11-30T00:00:00,Blenheim Community Village,2695,Blenheim,CHATHAM-KENT,0.99,0.99
1896,2021-11-30T00:00:00,Copper Terrace,1115,Chatham,CHATHAM-KENT,1,1
1897,2021-11-30T00:00:00,Fairfield Park,2823,Wallaceburg,CHATHAM-KENT,0.95,0.95
1898,2021-11-30T00:00:00,Meadow Park Nursing Home (Chatham),2685,Chatham,CHATHAM-KENT,1,1
1899,2021-11-30T00:00:00,Riverview Gardens,M626,Chatham,CHATHAM-KENT,1,0.96
1900,2021-11-30T00:00:00,Tilbury Manor Nursing Home,1064,Tilbury,CHATHAM-KENT,1,1
1901,2021-11-30T00:00:00,Village on the Ridge,2765,Ridgetown,CHATHAM-KENT,1,1
1902,2021-11-30T00:00:00,Bay Ridges,2895,Pickering,DURHAM,1,1
1903,2021-11-30T00:00:00,Bon Air Long Term Care Residence,2613,Cannington,DURHAM,0.98,0.98
1904,2021-11-30T00:00:00,Chartwell Ballycliffe Long Term Care Residence,2658,Ajax,DURHAM,1,1
1905,2021-11-30T00:00:00,Chartwell Wynfield Long Term Care Residence,2885,Oshawa,DURHAM,1,1
1906,2021-11-30T00:00:00,Extendicare Oshawa,2439,Oshawa,DURHAM,1,1
1907,2021-11-30T00:00:00,Fairview Lodge,M522,Whitby,DURHAM,1,0.97
1908,2021-11-30T00:00:00,Fosterbrooke,2625,Newcastle,DURHAM,0.99,0.98
1909,2021-11-30T00:00:00,Glen Hill Strathaven,2605,Bowmanville,DURHAM,1,0.99
1910,2021-11-30T00:00:00,Glen Hill Terrace,3053,Whitby,DURHAM,1,1
1911,2021-11-30T00:00:00,Hillsdale Estates,M539,Oshawa,DURHAM,1,0.97
1912,2021-11-30T00:00:00,Hillsdale Terraces,M630,Oshawa,DURHAM,1,0.99
1913,2021-11-30T00:00:00,Lakeview Manor,M546,Beaverton,DURHAM,1,0.98
1914,2021-11-30T00:00:00,Orchard Villa,2693,Pickering,DURHAM,1,1
1915,2021-11-30T00:00:00,Port Perry Place,2629,Port Perry,DURHAM,1,1
1916,2021-11-30T00:00:00,ReachView Village,2635,Uxbridge,DURHAM,0.99,0.99
1917,2021-11-30T00:00:00,Sunnycrest Nursing Home,1013,Whitby,DURHAM,0.99,0.99
1918,2021-11-30T00:00:00,The Village of Taunton Mills,2902,Whitby,DURHAM,1,1
1919,2021-11-30T00:00:00,Thorntonview,2534,Oshawa,DURHAM,1,0.95
1920,2021-11-30T00:00:00,Winbourne Park,2871,Ajax,DURHAM,1,1
1921,2021-11-30T00:00:00,Caressant Care Bourget,1160,Bourget,EASTERN ONTARIO,1,1
